Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
167472,197,4,8196,1,2,1,121
167479,189,5,66995,1,2,3,123
167498,253,10,32456,1,4,2,142
167537,223,1,1999,1,1,1,111
167578,9,8,27043,5,3,2,532
167579,224,3,7497,1,1,1,111
167593,408,2,5498,1,1,1,111
167598,231,4,43496,1,2,3,123
167605,24,10,43040,4,4,2,442
167608,18,30,262851,5,5,5,555
167621,22,12,88159,4,4,4,444
167626,79,4,43796,3,2,3,323
167637,27,15,276736,4,5,5,455
167651,70,10,15541,3,4,2,342
167667,252,2,20498,1,1,2,112
167678,45,6,76994,4,2,4,424
167680,10,9,9641,5,4,1,541
167684,275,4,2667,1,2,1,121
167685,295,1,2499,1,1,1,111
167720,199,8,121093,1,3,4,134
167729,558,3,7897,1,1,1,111
167738,21,10,45290,4,4,3,443
167739,136,8,150292,2,3,5,235
167752,17,24,226976,5,5,5,555
167763,1,36,327752,5,5,5,555
167765,496,1,5999,1,1,1,111
167769,4,10,43090,5,4,2,542
167776,39,9,142991,4,4,5,445
167781,129,12,83324,2,4,4,244
167799,184,5,60195,2,2,3,223
167814,36,12,56898,4,4,3,443
167828,73,17,70220,3,5,3,353
167867,17,13,54239,5,5,3,553
167873,229,5,13095,1,2,1,121
167875,133,6,40794,2,2,2,222
167879,21,13,81267,4,5,4,454
167902,161,10,99090,2,4,4,244
167931,305,5,4995,1,2,1,121
167934,45,6,98944,4,2,4,424
167948,104,8,34292,2,3,2,232
167952,57,6,6694,3,2,1,321
167965,21,6,63794,4,2,3,423
167983,2,57,380643,5,5,5,555
168031,18,10,128890,5,4,5,545
168057,1,14,15136,5,5,2,552
168058,4,23,345128,5,5,5,555
168081,379,1,49999,1,1,3,113
168087,100,9,42621,2,4,2,242
168105,7,23,276128,5,5,5,555
168116,0,8,17092,5,3,2,532
168118,1,57,400879,5,5,5,555
168122,42,4,5496,4,2,1,421
168166,66,17,191693,3,5,5,355
168173,14,8,140192,5,3,5,535
168177,124,8,43402,2,3,3,233
168227,36,8,52063,4,3,3,433
168235,53,16,201274,3,5,5,355
168256,194,6,37345,1,2,2,122
168282,56,9,108591,3,4,4,344
168285,85,3,63347,3,1,3,313
168337,139,5,97695,2,2,4,224
168358,60,4,7196,3,2,1,321
168374,45,7,17393,4,3,2,432
168404,5,8,73742,5,3,3,533
168408,21,8,125942,4,3,4,434
168417,0,3,44897,5,1,3,513
168423,53,7,87443,3,3,4,334
168434,279,9,214491,1,4,5,145
168441,10,15,190285,5,5,5,555
168447,29,15,135835,4,5,5,455
168456,43,4,10596,4,2,1,421
168473,6,29,89287,5,5,4,554
168481,21,6,97494,4,2,4,424
168487,43,10,83190,4,4,4,444
168493,37,21,307079,4,5,5,455
168500,4,29,143071,5,5,5,555
168529,96,11,96660,2,4,4,244
168541,10,27,189345,5,5,5,555
168557,151,8,82492,2,3,4,234
168560,0,10,100390,5,4,4,544
168570,174,8,8892,2,3,1,231
168572,0,26,223130,5,5,5,555
168578,127,3,41997,2,1,2,212
168598,21,14,103886,4,5,4,454
168602,32,8,52192,4,3,3,433
168607,4,10,79370,5,4,4,544
168617,24,7,88193,4,3,4,434
168624,2,8,41042,5,3,2,532
168628,5,24,219662,5,5,5,555
168639,187,5,78595,1,2,4,124
168640,96,10,88000,2,4,4,244
168653,13,33,281530,5,5,5,555
168660,14,29,261271,5,5,5,555
168674,65,8,68692,3,3,3,333
168678,8,9,35521,5,4,2,542
168680,87,9,127371,3,4,4,344
168692,31,22,226128,4,5,5,455
168696,304,3,4297,1,1,1,111
168697,151,6,51144,2,2,3,223
168731,153,6,16694,2,2,2,222
168741,149,7,8864,2,3,1,231
168748,427,3,41207,1,1,2,112
168783,144,6,9494,2,2,1,221
168787,78,27,124273,3,5,4,354
168806,75,9,39191,3,4,2,342
168813,20,8,164942,4,3,5,435
168829,86,10,75390,3,4,4,344
168843,55,5,54295,3,2,3,323
168850,234,8,48892,1,3,3,133
168851,262,2,42498,1,1,2,112
168859,29,6,24794,4,2,2,422
168861,68,7,14593,3,3,1,331
168862,81,16,70034,3,5,3,353
168867,392,6,102744,1,2,4,124
168893,298,3,92947,1,1,4,114
168907,38,37,400813,4,5,5,455
168930,119,5,67395,2,2,3,223
168933,90,4,54396,3,2,3,323
168951,593,2,45498,1,1,3,113
168965,41,23,209888,4,5,5,455
168976,42,7,51344,4,3,3,433
168987,0,8,32219,5,3,2,532
168988,8,20,81230,5,5,4,554
169020,2,29,145321,5,5,5,555
169027,5,5,78695,5,2,4,524
169047,75,7,62893,3,3,3,333
169066,259,5,74195,1,2,3,123
169076,63,3,4997,3,1,1,311
169085,84,11,116839,3,4,4,344
169151,48,5,58695,3,2,3,323
169163,80,8,66692,3,3,3,333
169184,61,3,27997,3,1,2,312
169204,302,1,999,1,1,1,111
169279,65,27,171983,3,5,5,355
169305,56,25,294747,3,5,5,355
169328,127,2,1198,2,1,1,211
169334,546,3,26997,1,1,2,112
169338,334,5,9695,1,2,1,121
169387,114,9,62891,2,4,3,243
169389,30,9,61691,4,4,3,443
169403,334,1,2499,1,1,1,111
169434,61,10,15140,3,4,2,342
169440,130,5,135895,2,2,5,225
169456,10,7,43373,5,3,3,533
169503,37,21,230779,4,5,5,455
169517,542,1,999,1,1,1,111
169524,87,4,2946,3,2,1,321
169526,16,30,224370,5,5,5,555
169540,201,5,26395,1,2,2,122
169556,3,14,92302,5,5,4,554
169562,124,7,59993,2,3,3,233
169570,187,4,91896,1,2,4,124
169573,58,9,50691,3,4,3,343
169598,495,1,4999,1,1,1,111
169610,27,15,139675,4,5,5,455
169618,227,1,1999,1,1,1,111
169621,91,8,201992,3,3,5,335
169628,549,2,94998,1,1,4,114
169638,67,1,799,3,1,1,311
169656,49,4,95146,3,2,4,324
169670,126,8,29792,2,3,2,232
169679,511,2,848,1,1,1,111
169682,3,5,6825,5,2,1,521
169696,6,8,60592,5,3,3,533
169703,483,1,499,1,1,1,111
169752,332,3,41497,1,1,2,112
169758,286,10,43890,1,4,3,143
169765,40,11,96039,4,4,4,444
169786,304,4,46296,1,2,3,123
169847,336,1,699,1,1,1,111
169875,97,4,17396,2,2,2,222
169890,286,1,199,1,1,1,111
169894,118,6,29894,2,2,2,222
169917,656,1,1499,1,1,1,111
169927,178,1,299,2,1,1,211
169951,211,1,15999,1,1,2,112
169966,34,15,114835,4,5,4,454
169967,14,7,56693,5,3,3,533
169976,155,6,62944,2,2,3,223
170032,57,10,70190,3,4,3,343
170036,24,19,217292,4,5,5,455
170040,73,25,297655,3,5,5,355
170054,44,10,104012,4,4,4,444
170086,520,2,1178,1,1,1,111
170149,88,10,55590,3,4,3,343
170173,89,8,97492,3,3,4,334
170177,192,9,50841,1,4,3,143
170180,142,4,35557,2,2,2,222
170186,82,16,205864,3,5,5,355
170196,150,4,91996,2,2,4,224
170201,58,17,166783,3,5,5,355
170208,36,5,10145,4,2,1,421
170219,234,2,898,1,1,1,111
170221,9,10,59490,5,4,3,543
170234,121,4,10896,2,2,1,221
170267,150,1,1999,2,1,1,211
170301,33,6,14560,4,2,1,421
170309,232,7,134693,1,3,5,135
170312,50,5,35095,3,2,2,322
170314,25,8,69822,4,3,3,433
170324,190,5,7695,1,2,1,121
170325,295,5,35975,1,2,2,122
170326,292,1,149,1,1,1,111
170339,12,16,238334,5,5,5,555
170345,73,10,138540,3,4,5,345
170353,33,28,254972,4,5,5,455
170392,88,7,98293,3,3,4,334
170396,5,9,85371,5,4,4,544
170428,13,24,108056,5,5,4,554
170435,27,11,151689,4,4,5,445
170444,104,18,66578,2,5,3,253
170460,357,4,28596,1,2,2,122
170470,275,9,39641,1,4,2,142
170509,236,6,46654,1,2,3,123
170510,13,6,3594,5,2,1,521
170517,202,5,43945,1,2,3,123
170522,192,6,43994,1,2,3,123
170525,504,2,2198,1,1,1,111
170533,25,18,259932,4,5,5,455
170534,538,1,599,1,1,1,111
170546,118,11,129439,2,4,5,245
170555,45,8,12842,4,3,1,431
170557,36,44,500213,4,5,5,455
170564,63,10,65940,3,4,3,343
170565,29,24,214426,4,5,5,455
170580,63,10,79790,3,4,4,344
170582,41,10,57240,4,4,3,443
170616,61,9,157191,3,4,5,345
170621,41,26,220796,4,5,5,455
170635,193,8,56192,1,3,3,133
170638,160,13,42287,2,5,2,252
170655,32,6,67394,4,2,3,423
170659,64,6,9994,3,2,1,321
170660,31,28,240678,4,5,5,455
170666,52,2,798,3,1,1,311
170679,82,10,58690,3,4,3,343
170700,46,4,6046,4,2,1,421
170760,7,3,1597,5,1,1,511
170762,43,2,24498,4,1,2,412
170790,106,9,77162,2,4,4,244
170807,7,13,114937,5,5,4,554
170823,95,9,31291,2,4,2,242
170854,143,2,6998,2,1,1,211
170868,212,8,132892,1,3,5,135
170880,112,4,23496,2,2,2,222
170883,13,9,72541,5,4,3,543
170886,175,8,120492,2,3,4,234
170906,28,10,109890,4,4,4,444
170915,0,8,41892,5,3,2,532
170944,243,9,102791,1,4,4,144
170954,392,1,69999,1,1,3,113
170987,1,10,142961,5,4,5,545
170990,79,10,30540,3,4,2,342
170991,243,1,9999,1,1,1,111
170995,140,6,44944,2,2,3,223
170996,58,9,69791,3,4,3,343
171009,254,4,61796,1,2,3,123
171040,153,8,40192,2,3,2,232
171066,68,6,10894,3,2,1,321
171099,286,2,1598,1,1,1,111
171110,107,3,10197,2,1,1,211
171143,118,9,105691,2,4,4,244
171148,48,3,2697,3,1,1,311
171156,61,3,31097,3,1,2,312
171164,50,13,118787,3,5,4,354
171165,308,4,54796,1,2,3,123
171170,139,2,7498,2,1,1,211
171197,2,27,179834,5,5,5,555
171208,398,4,61896,1,2,3,123
171219,320,1,799,1,1,1,111
171234,34,4,82996,4,2,4,424
171242,208,1,399,1,1,1,111
171264,246,5,108295,1,2,4,124
171275,226,5,45995,1,2,3,123
171281,99,14,84586,2,5,4,254
171296,199,10,82490,1,4,4,144
171313,35,25,160325,4,5,5,455
171318,11,9,76191,5,4,4,544
171369,10,43,352559,5,5,5,555
171378,340,5,8916,1,2,1,121
171393,217,6,12674,1,2,1,121
171394,6,4,64996,5,2,3,523
171434,6,1,19999,5,1,2,512
171438,17,7,113993,5,3,4,534
171442,130,8,72963,2,3,3,233
171449,87,3,2797,3,1,1,311
171454,598,1,799,1,1,1,111
171462,184,2,4798,2,1,1,211
171478,22,9,75841,4,4,4,444
171481,58,22,236118,3,5,5,355
171494,27,9,10762,4,4,1,441
171497,36,6,72294,4,2,3,423
171531,116,6,39660,2,2,2,222
171538,18,7,97549,5,3,4,534
171559,692,1,179,1,1,1,111
171561,27,10,146690,4,4,5,445
171572,24,3,41997,4,1,2,412
171596,6,10,112990,5,4,4,544
171602,116,8,111792,2,3,4,234
171608,115,5,20795,2,2,2,222
171631,11,5,57595,5,2,3,523
171636,179,6,82344,2,2,4,224
171647,11,19,82581,5,5,4,554
171651,16,20,160330,5,5,5,555
171655,27,27,161973,4,5,5,455
171659,289,4,76996,1,2,4,124
171686,234,7,18643,1,3,2,132
171693,232,6,114094,1,2,4,124
171700,168,10,52290,2,4,3,243
171709,147,8,4892,2,3,1,231
171730,375,2,548,1,1,1,111
171754,60,2,5498,3,1,1,311
171765,302,4,54196,1,2,3,123
171774,22,10,134890,4,4,5,445
171836,280,3,5347,1,1,1,111
171838,15,4,28996,5,2,2,522
171849,29,7,45493,4,3,3,433
171861,70,6,80494,3,2,4,324
171904,53,10,140340,3,4,5,345
171911,52,3,6497,3,1,1,311
171943,29,21,105029,4,5,4,454
171965,10,8,54393,5,3,3,533
171984,43,9,83841,4,4,4,444
171988,5,6,113294,5,2,4,524
171993,64,10,70040,3,4,3,343
171995,58,16,41134,3,5,2,352
172020,73,8,106692,3,3,4,334
172021,12,8,40942,5,3,2,532
172030,98,4,3662,2,2,1,221
172037,106,10,84290,2,4,4,244
172042,48,10,82790,3,4,4,344
172052,98,14,158822,2,5,5,255
172062,92,9,93301,3,4,4,344
172070,17,15,51051,5,5,3,553
172084,91,6,73594,3,2,3,323
172092,122,11,45139,2,4,3,243
172119,72,8,15592,3,3,2,332
172121,155,6,108394,2,2,4,224
172122,60,8,33143,3,3,2,332
172159,59,3,44997,3,1,3,313
172165,81,6,8994,3,2,1,321
172175,46,9,139591,4,4,5,445
172178,54,10,100790,3,4,4,344
172196,372,5,41025,1,2,2,122
172199,35,10,123490,4,4,4,444
172205,61,9,108291,3,4,4,344
172225,8,20,336180,5,5,5,555
172232,21,25,444646,4,5,5,455
172240,15,11,122989,5,4,4,544
172253,0,5,143495,5,2,5,525
172297,58,9,103691,3,4,4,344
172302,527,3,3097,1,1,1,111
172304,55,10,160240,3,4,5,345
172321,310,11,93089,1,4,4,144
172331,14,51,471972,5,5,5,555
172337,74,3,5497,3,1,1,311
172346,9,6,67194,5,2,3,523
172350,10,3,37497,5,1,2,512
172362,372,1,1299,1,1,1,111
172364,320,5,135395,1,2,5,125
172367,56,6,56594,3,2,3,323
172373,122,9,43691,2,4,3,243
172429,99,10,92951,2,4,4,244
172437,0,8,15292,5,3,2,532
172446,132,7,82493,2,3,4,234
172447,25,8,50192,4,3,3,433
172448,8,30,320131,5,5,5,555
172463,87,10,79290,3,4,4,344
172465,429,4,123996,1,2,4,124
172493,74,2,60998,3,1,3,313
172500,26,9,84091,4,4,4,444
172549,43,6,53694,4,2,3,423
172577,0,10,85890,5,4,4,544
172584,372,6,123194,1,2,4,124
172585,305,1,44999,1,1,3,113
172596,41,2,2998,4,1,1,411
172615,52,21,247685,3,5,5,355
172622,53,2,6248,3,1,1,311
172624,405,3,10997,1,1,1,111
172634,5,29,264232,5,5,5,555
172641,20,8,7758,4,3,1,431
172654,218,1,14999,1,1,1,111
172661,6,10,115790,5,4,4,544
172662,668,2,864,1,1,1,111
172663,33,6,14394,4,2,1,421
172673,23,5,9195,4,2,1,421
172680,35,4,27896,4,2,2,422
172688,69,2,2298,3,1,1,311
172704,13,30,267976,5,5,5,555
172712,90,10,152390,3,4,5,345
172734,54,23,140538,3,5,5,355
172736,62,10,98946,3,4,4,344
172753,137,6,28094,2,2,2,222
172760,21,6,7694,4,2,1,421
172774,170,4,10896,2,2,1,221
172796,8,8,17743,5,3,2,532
172802,154,3,76997,2,1,4,214
172805,6,15,159465,5,5,5,555
172813,38,22,129308,4,5,5,455
172823,58,7,81493,3,3,4,334
172824,14,5,93995,5,2,4,524
172825,96,7,80689,2,3,4,234
172831,43,4,56996,4,2,3,423
172848,162,4,36696,2,2,2,222
172872,30,1,19999,4,1,2,412
172873,41,5,6845,4,2,1,421
172880,189,5,8495,1,2,1,121
172912,241,4,19846,1,2,2,122
172915,323,1,2499,1,1,1,111
172920,34,4,34046,4,2,2,422
172933,45,44,499917,4,5,5,455
172952,346,3,5707,1,1,1,111
172973,56,2,50898,3,1,3,313
172997,8,28,285622,5,5,5,555
172999,51,18,199782,3,5,5,355
173015,6,8,148792,5,3,5,535
173021,1,4,65626,5,2,3,523
173041,3,28,236223,5,5,5,555
173042,388,5,53445,1,2,3,123
173054,70,6,61744,3,2,3,323
173055,89,3,19497,3,1,2,312
173059,8,7,84164,5,3,4,534
173065,504,1,34999,1,1,2,112
173109,550,1,1499,1,1,1,111
173120,256,3,10497,1,1,1,111
173142,57,9,44791,3,4,3,343
173145,309,4,7496,1,2,1,121
173157,116,4,5696,2,2,1,221
173184,68,7,139043,3,3,5,335
173253,708,1,34999,1,1,2,112
173260,1,29,158632,5,5,5,555
173264,181,9,140621,2,4,5,245
173276,57,7,171493,3,3,5,335
173284,17,8,132992,5,3,5,535
173300,584,2,7998,1,1,1,111
173306,5,13,73408,5,5,3,553
173309,79,18,105992,3,5,4,354
173316,11,9,82191,5,4,4,544
173323,67,12,73664,3,4,3,343
173339,64,3,10197,3,1,1,311
173349,9,5,29995,5,2,2,522
173354,190,4,10996,1,2,1,121
173355,304,4,37196,1,2,2,122
173364,26,29,196757,4,5,5,455
173407,130,7,113093,2,3,4,234
173413,12,29,276581,5,5,5,555
173422,61,6,11694,3,2,1,321
173430,16,3,35497,5,1,2,512
173440,34,9,14691,4,4,1,441
173449,31,6,59994,4,2,3,423
173451,70,6,38845,3,2,2,322
173458,66,6,73524,3,2,3,323
173460,4,4,7396,5,2,1,521
173516,38,22,198608,4,5,5,455
173527,67,1,179,3,1,1,311
173529,135,4,130446,2,2,5,225
173577,19,20,163951,4,5,5,455
173582,109,9,45091,2,4,3,243
173583,16,8,68892,5,3,3,533
173607,308,3,3677,1,1,1,111
173632,17,25,254285,5,5,5,555
173641,269,1,5999,1,1,1,111
173699,104,10,31590,2,4,2,242
173744,54,4,81067,3,2,4,324
173749,134,8,19992,2,3,2,232
173752,35,1,1999,4,1,1,411
173758,641,1,1299,1,1,1,111
173772,69,8,30292,3,3,2,332
173778,185,2,548,2,1,1,211
173832,696,1,5999,1,1,1,111
173842,126,5,78195,2,2,4,224
173846,40,7,29504,4,3,2,432
173849,5,17,125983,5,5,4,554
173853,17,21,246259,5,5,5,555
173878,132,2,7998,2,1,1,211
173884,79,9,49953,3,4,3,343
173894,67,10,64970,3,4,3,343
173896,40,16,215484,4,5,5,455
173906,95,9,24942,2,4,2,242
173911,28,16,89350,4,5,4,454
173912,57,43,460979,3,5,5,355
173916,193,4,44796,1,2,3,123
173939,62,10,123390,3,4,4,344
173943,5,19,231437,5,5,5,555
173948,66,9,128852,3,4,5,345
173950,40,10,85140,4,4,4,444
173955,150,6,59894,2,2,3,223
173965,3,6,29394,5,2,2,522
173977,61,5,32495,3,2,2,322
173979,355,8,68642,1,3,3,133
173983,2,9,135491,5,4,5,545
174007,29,9,86091,4,4,4,444
174010,20,5,34995,4,2,2,422
174015,63,24,294947,3,5,5,355
174018,58,4,74496,3,2,3,323
174039,16,26,230005,5,5,5,555
174049,32,8,42192,4,3,2,432
174069,21,20,203731,4,5,5,455
174080,79,5,33795,3,2,2,322
174127,577,1,1299,1,1,1,111
174157,22,8,16792,4,3,2,432
174159,18,3,93697,5,1,4,514
174164,57,10,179920,3,4,5,345
174198,193,2,35998,1,1,2,112
174220,15,8,75992,5,3,4,534
174223,87,8,75543,3,3,4,334
174249,146,4,5006,2,2,1,221
174250,50,7,31654,3,3,2,332
174252,147,28,219102,2,5,5,255
174260,424,5,51995,1,2,3,123
174268,202,2,5998,1,1,1,111
174279,266,4,63246,1,2,3,123
174299,52,10,63890,3,4,3,343
174300,53,9,77441,3,4,4,344
174301,41,5,34432,4,2,2,422
174307,74,9,73847,3,4,3,343
174320,66,8,74992,3,3,4,334
174334,83,4,7796,3,2,1,321
174339,48,5,68995,3,2,3,323
174341,159,3,37897,2,1,2,212
174348,551,2,898,1,1,1,111
174349,126,5,90595,2,2,4,224
174358,289,4,31896,1,2,2,122
174368,29,27,324703,4,5,5,455
174381,70,8,53392,3,3,3,333
174404,71,14,39986,3,5,2,352
174430,26,10,71040,4,4,3,443
174483,18,6,60094,5,2,3,523
174507,81,7,61793,3,3,3,333
174511,144,6,26994,2,2,2,222
174516,26,10,12300,4,4,1,441
174540,116,10,158000,2,4,5,245
174543,30,13,135537,4,5,5,455
174552,110,2,2998,2,1,1,211
174559,135,3,9247,2,1,1,211
174594,24,8,55192,4,3,3,433
174614,33,7,39493,4,3,2,432
174621,167,5,9245,2,2,1,221
174666,108,3,50897,2,1,3,213
174712,292,5,49995,1,2,3,123
174717,162,13,288587,2,5,5,255
174749,198,5,42725,1,2,2,122
174753,43,7,126593,4,3,4,434
174765,116,5,44575,2,2,3,223
174791,177,3,4297,2,1,1,211
174822,26,7,59143,4,3,3,433
174828,0,5,93095,5,2,4,524
174830,178,5,77995,2,2,4,224
174867,2,21,109535,5,5,4,554
174883,70,9,39691,3,4,2,342
174912,131,7,18793,2,3,2,232
174919,9,9,111852,5,4,4,544
174955,12,8,113992,5,3,4,534
174972,417,2,20148,1,1,2,112
174987,86,10,47290,3,4,3,343
174999,450,3,2897,1,1,1,111
175010,154,3,3047,2,1,1,211
175057,214,10,207490,1,4,5,145
175067,7,9,108091,5,4,4,544
175127,264,3,8797,1,1,1,111
175131,0,17,104944,5,5,4,554
175143,20,28,357322,4,5,5,455
175145,4,4,6297,5,2,1,521
175149,35,10,85700,4,4,4,444
175151,5,50,527902,5,5,5,555
175174,125,8,134492,2,3,5,235
175179,44,4,42496,4,2,2,422
175180,66,10,34341,3,4,2,342
175205,29,3,23597,4,1,2,412
175207,38,3,91797,4,1,4,414
175223,162,8,17442,2,3,2,232
175242,50,13,103937,3,5,4,354
175255,83,5,15095,3,2,2,322
175345,168,7,76493,2,3,4,234
175371,10,12,111954,5,4,4,544
175391,9,14,39512,5,5,2,552
175426,2,6,77794,5,2,4,524
175428,241,1,799,1,1,1,111
175439,14,5,90795,5,2,4,524
175453,138,10,139590,2,4,5,245
175460,11,8,65392,5,3,3,533
175463,94,8,54292,2,3,3,233
175486,370,2,1598,1,1,1,111
175494,13,5,47195,5,2,3,523
175497,23,17,254784,4,5,5,455
175499,27,23,238968,4,5,5,455
175507,81,16,170695,3,5,5,355
175512,26,14,103236,4,5,4,454
175519,42,5,21595,4,2,2,422
175528,38,5,19795,4,2,2,422
175531,223,5,69395,1,2,3,123
175533,58,8,19792,3,3,2,332
175536,32,9,102241,4,4,4,444
175557,260,1,39999,1,1,2,112
175574,76,4,8596,3,2,1,321
175584,421,5,125895,1,2,4,124
175604,26,10,22490,4,4,2,442
175610,43,2,35148,4,1,2,412
175614,132,3,5207,2,1,1,211
175680,63,8,14492,3,3,1,331
175691,56,6,11594,3,2,1,321
175700,11,6,44344,5,2,3,523
175705,329,5,7995,1,2,1,121
175718,352,5,97495,1,2,4,124
175721,243,2,27998,1,1,2,112
175754,153,6,43644,2,2,3,223
175762,140,3,46147,2,1,3,213
175811,60,6,100994,3,2,4,324
175826,205,5,8551,1,2,1,121
175840,46,12,129138,4,4,5,445
175847,252,10,92990,1,4,4,144
175856,310,1,9999,1,1,1,111
175864,469,1,1499,1,1,1,111
175884,11,15,187451,5,5,5,555
175892,19,7,69049,4,3,3,433
175930,4,17,139083,5,5,5,555
175948,71,9,141291,3,4,5,345
175953,146,22,150728,2,5,5,255
175960,26,4,37696,4,2,2,422
175965,66,9,43791,3,4,3,343
175972,22,9,86502,4,4,4,444
175980,67,9,65252,3,4,3,343
175990,105,10,25500,2,4,2,242
176001,85,7,215493,3,3,5,335
176017,252,2,38498,1,1,2,112
176023,125,3,2797,2,1,1,211
176027,51,2,31998,3,1,2,312
176029,9,23,240477,5,5,5,555
176053,222,6,115194,1,2,4,124
176068,19,30,214711,4,5,5,455
176087,110,8,95942,2,3,4,234
176093,9,9,14791,5,4,1,541
176105,242,4,32696,1,2,2,122
176134,3,17,362033,5,5,5,555
176152,7,20,184680,5,5,5,555
176155,214,7,57659,1,3,3,133
176169,149,11,60110,2,4,3,243
176191,28,3,33597,4,1,2,412
176192,30,5,35256,4,2,2,422
176212,586,1,1299,1,1,1,111
176232,276,4,47296,1,2,3,123
176237,36,12,103688,4,4,4,444
176253,51,5,52495,3,2,3,323
176254,12,6,48294,5,2,3,523
176255,59,15,136385,3,5,5,355
176270,143,8,53542,2,3,3,233
176333,39,7,10103,4,3,1,431
176337,72,7,34173,3,3,2,332
176342,91,3,28497,3,1,2,312
176376,85,1,1499,3,1,1,311
176387,41,6,25344,4,2,2,422
176391,171,4,40296,2,2,2,222
176392,413,2,4498,1,1,1,111
176397,112,9,20891,2,4,2,242
176400,46,8,121192,4,3,4,434
176415,36,5,115595,4,2,4,424
176424,77,4,56446,3,2,3,323
176453,58,8,49232,3,3,3,333
176510,2,1,399,5,1,1,511
176542,38,19,140731,4,5,5,455
176547,16,24,384442,5,5,5,555
176550,223,1,799,1,1,1,111
176605,444,2,37498,1,1,2,112
176617,37,4,79496,4,2,4,424
176622,13,17,133263,5,5,5,555
176643,0,9,75321,5,4,4,544
176658,197,4,89496,1,2,4,124
176673,3,10,56090,5,4,3,543
176676,67,5,5895,3,2,1,321
176683,59,4,29096,3,2,2,322
176693,422,3,35847,1,1,2,112
176696,48,9,138391,3,4,5,345
176731,8,7,105493,5,3,4,534
176736,68,8,7592,3,3,1,331
176809,26,1,799,4,1,1,411
176818,58,18,80212,3,5,4,354
176855,93,3,37447,3,1,2,312
176878,424,3,4397,1,1,1,111
176901,84,3,1147,3,1,1,311
176905,511,1,3999,1,1,1,111
176926,162,5,29695,2,2,2,222
176962,68,4,76996,3,2,4,324
176964,51,7,77694,3,3,4,334
176965,134,4,45996,2,2,3,223
176968,21,26,339274,4,5,5,455
176984,79,3,16068,3,1,2,312
176995,34,14,87696,4,5,4,454
177030,713,1,4999,1,1,1,111
177066,111,8,58592,2,3,3,233
177076,703,1,1999,1,1,1,111
177078,51,28,326772,3,5,5,355
177079,7,9,50362,5,4,3,543
177104,4,6,57244,5,2,3,523
177111,325,1,70,1,1,1,111
177124,67,3,70697,3,1,3,313
177133,213,9,133991,1,4,5,145
177139,180,9,66491,2,4,3,243
177141,31,11,94449,4,4,4,444
177148,194,2,30998,1,1,2,112
177156,89,9,178991,3,4,5,345
177160,85,8,174892,3,3,5,335
177167,40,4,45996,4,2,3,423
177182,22,8,84692,4,3,4,434
177187,67,1,49999,3,1,3,313
177189,15,20,150280,5,5,5,555
177197,65,6,39960,3,2,2,322
177213,2,10,146190,5,4,5,545
177218,28,29,252132,4,5,5,455
177222,55,7,11644,3,3,1,331
177224,406,1,4999,1,1,1,111
177227,160,5,34705,2,2,2,222
177273,26,10,80640,4,4,4,444
177297,63,20,127981,3,5,4,354
177315,16,9,106391,5,4,4,544
177336,50,8,95492,3,3,4,334
177341,54,24,102976,3,5,4,354
177364,281,6,14194,1,2,1,121
177383,295,8,14792,1,3,1,131
177398,55,6,67680,3,2,3,323
177418,318,3,24747,1,1,2,112
177419,39,8,49192,4,3,3,433
177429,79,6,103394,3,2,4,324
177434,142,5,38395,2,2,2,222
177496,44,10,78396,4,4,4,444
177507,8,9,75191,5,4,4,544
177538,41,1,2999,4,1,1,411
177540,43,25,186836,4,5,5,455
177576,329,1,799,1,1,1,111
177618,24,15,79246,4,5,4,454
177626,67,20,207280,3,5,5,355
177640,36,10,172190,4,4,5,445
177645,142,1,9999,2,1,1,211
177648,22,8,175592,4,3,5,435
177661,84,2,698,3,1,1,311
177676,541,3,39897,1,1,2,112
177695,65,8,51442,3,3,3,333
177697,2,27,313160,5,5,5,555
177698,157,5,85495,2,2,4,224
177702,153,8,24892,2,3,2,232
177708,56,13,90387,3,5,4,354
177712,97,6,16194,2,2,2,222
177757,25,23,129457,4,5,5,455
177761,129,10,39440,2,4,2,242
177789,8,7,64123,5,3,3,533
177814,59,9,103591,3,4,4,344
177816,34,15,166846,4,5,5,455
177833,648,1,799,1,1,1,111
177839,83,19,277481,3,5,5,355
177841,71,8,18192,3,3,2,332
177866,21,10,121590,4,4,4,444
177892,8,1,29999,5,1,2,512
177908,51,9,70141,3,4,3,343
177930,259,4,6596,1,2,1,121
177937,11,27,432883,5,5,5,555
177966,112,7,88193,2,3,4,234
177970,34,11,119140,4,4,4,444
177974,16,5,78295,5,2,4,524
177979,82,6,46794,3,2,3,323
177982,503,3,35497,1,1,2,112
177991,8,9,79441,5,4,4,544
177996,46,12,82654,4,4,4,444
178013,122,6,5574,2,2,1,221
178018,86,3,25863,3,1,2,312
178034,375,1,14999,1,1,1,111
178042,22,9,156291,4,4,5,445
178048,345,3,7997,1,1,1,111
178051,37,35,232972,4,5,5,455
178055,16,25,257857,5,5,5,555
178058,155,3,23597,2,1,2,212
178078,2,28,208322,5,5,5,555
178105,30,4,42296,4,2,2,422
178114,193,6,102144,1,2,4,124
178124,21,4,3557,4,2,1,421
178138,154,10,65441,2,4,3,243
178139,68,6,120794,3,2,4,324
178151,31,25,285725,4,5,5,455
178152,22,26,105554,4,5,4,454
